name,year,selling_price,km_driven,owner,mileage,engine,max_power,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,car_age,model,km_per_year,usage_intensity,specific_power,age_km_interaction,mileage_power_interaction,brand_Ford,brand_Honda,brand_Hyundai,brand_Maruti,brand_Nissan,brand_Other,brand_Renault,brand_Tata,brand_Toyota,brand_Volkswagen
Maruti Wagon R VXI BS IV,2017,400000,12700,1,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Wagon,1587.5,1,0.06717434869739479,101600,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Tata Nexon 1.5 Revotorq XM,2018,700000,35000,1,21.5,1497.0,108.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,7,Nexon,5000.0,1,0.07247828991315965,245000,2332.75,0,0,0,0,0,0,0,1,0,0
Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,1,19.1,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Xcent,3750.0,1,0.06850459482038429,240000,1566.2,0,0,1,0,0,0,0,0,0,0
Renault KWID RXT,2017,350000,34000,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,KWID,4250.0,1,0.06670838548185232,272000,1341.561,0,0,0,0,0,0,1,0,0,0
Hyundai i10 Era,2008,165000,90000,1,19.81,1086.0,68.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,i10,5294.117647058823,2,0.06266114180478821,1530000,1348.0704999999998,0,0,1,0,0,0,0,0,0,0
Hyundai Santro Xing GLS,2010,160000,65000,2,17.92,1086.0,62.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,Santro,4333.333333333333,1,0.057182320441988954,975000,1112.832,0,0,1,0,0,0,0,0,0,0
Maruti Alto K10 VXI,2015,285000,40000,1,23.95,998.0,67.05,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Alto,4000.0,1,0.06718436873747495,400000,1605.8474999999999,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXi BSIII,2005,180000,49455,1,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,20,Alto,2472.75,1,0.05816582914572864,989100,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Hyundai EON D Lite Plus Option,2016,220000,100000,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,EON,11111.111111111111,2,0.06781326781326781,900000,1164.72,0,0,1,0,0,0,0,0,0,0
Tata Indica Vista Quadrajet LS,2013,120000,120000,1,22.3,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Indica,10000.0,2,0.05929487179487179,1440000,1650.2,0,0,0,0,0,0,0,1,0,0
Hyundai i20 Asta Optional With Sunroof 1.2,2010,220000,90000,4,17.0,1197.0,80.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,i20,6000.0,2,0.06683375104427736,1350000,1360.0,0,0,1,0,0,0,0,0,0,0
Chevrolet Sail Hatchback LS ABS,2013,420000,46815,2,22.1,1248.0,76.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Sail,3901.25,1,0.06161858974358975,561780,1699.4900000000002,0,0,0,0,0,0,0,0,0,0
Tata Indica Vista TDI LS,2013,160000,110000,1,19.4,1405.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Indica,9166.666666666666,2,0.0498220640569395,1320000,1358.0,0,0,0,0,0,0,0,1,0,0
Hyundai EON Era Plus,2015,250000,80000,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,EON,8000.0,2,0.06781326781326781,800000,1164.72,0,0,1,0,0,0,0,0,0,0
Maruti Wagon R VXI BS IV with ABS,2014,318000,80000,1,20.51,998.0,67.06,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Wagon,7272.727272727273,2,0.06719438877755511,880000,1375.4006000000002,0,0,0,1,0,0,0,0,0,0
Hyundai Xcent 1.2 VTVT S,2018,480000,40000,1,20.14,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Xcent,5714.285714285715,2,0.0683876357560568,280000,1648.6604,0,0,1,0,0,0,0,0,0,0
Maruti Celerio VXI,2015,330000,70000,3,23.1,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Celerio,7000.0,2,0.06717434869739479,700000,1548.6240000000003,0,0,0,1,0,0,0,0,0,0
Tata Indica Vista Aqua 1.4 TDI,2011,152000,80000,1,17.0,1405.0,71.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Indica,5714.285714285715,2,0.050533807829181494,1120000,1207.0,0,0,0,0,0,0,0,1,0,0
Maruti Alto 800 LXI,2014,250000,40000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Alto,3636.3636363636365,1,0.059422110552763814,440000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Tata Indica Vista Aqua 1.4 TDI,2011,248000,80000,1,17.0,1405.0,71.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Indica,5714.285714285715,2,0.050533807829181494,1120000,1207.0,0,0,0,0,0,0,0,1,0,0
Nissan Micra XV,2011,300000,60000,2,18.06,1198.0,75.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Micra,4285.714285714285,1,0.06260434056761269,840000,1354.5,0,0,0,0,1,0,0,0,0,0
Hyundai i20 1.2 Spotz,2017,550000,50000,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,i20,6250.0,2,0.06836257309941521,400000,1522.038,0,0,1,0,0,0,0,0,0,0
Hyundai i20 Sportz 1.4 CRDi,2016,650000,30000,1,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,i20,3333.3333333333335,1,0.06356017191977077,270000,1999.9742,0,0,1,0,0,0,0,0,0,0
Hyundai Grand i10 Magna,2017,445000,25000,1,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Grand,3125.0,1,0.06850459482038429,200000,1549.8,0,0,1,0,0,0,0,0,0,0
Renault Duster Adventure Edition,2014,495000,175000,1,19.01,1461.0,108.45,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Duster,15909.09090909091,3,0.0742299794661191,1925000,2061.6345,0,0,0,0,0,0,1,0,0,0
Maruti SX4 ZXI AT,2011,220000,65000,3,12.6,1586.0,103.3,5.0,0.0,0.0,1.0,1.0,0.0,0.0,14,SX4,4642.857142857143,1,0.06513240857503153,910000,1301.58,0,0,0,1,0,0,0,0,0,0
Maruti SX4 ZXI AT,2011,260000,65000,3,12.6,1586.0,103.3,5.0,0.0,0.0,1.0,1.0,0.0,0.0,14,SX4,4642.857142857143,1,0.06513240857503153,910000,1301.58,0,0,0,1,0,0,0,0,0,0
Hyundai Santro Xing GLS,2009,150000,90000,1,17.92,1086.0,62.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,Santro,5625.0,2,0.057182320441988954,1440000,1112.832,0,0,1,0,0,0,0,0,0,0
Ford Figo Diesel Titanium,2011,200000,80000,2,20.0,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Figo,5714.285714285715,2,0.04860614724803431,1120000,1360.0,1,0,0,0,0,0,0,0,0,0
Toyota Etios Liva GD,2012,285000,80000,2,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Etios,6153.846153846154,2,0.06556891025641025,1040000,1595.685,0,0,0,0,0,0,0,0,1,0
Honda Civic Hybrid,2008,250000,60000,3,20.0,1339.0,108.5,5.0,0.0,0.0,1.0,1.0,0.0,0.0,17,Civic,3529.4117647058824,1,0.08103061986557132,1020000,2170.0,0,1,0,0,0,0,0,0,0,0
Maruti Baleno Delta 1.2,2018,560000,20000,1,21.4,1197.0,83.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Baleno,2857.1428571428573,1,0.06942355889724311,140000,1778.3399999999997,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VXI,2016,500000,30000,1,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Swift,3333.3333333333335,1,0.06945697577276524,270000,1733.469,0,0,0,1,0,0,0,0,0,0
Hyundai Grand i10 CRDi Asta Option,2013,270000,118000,1,24.0,1120.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Grand,9833.333333333334,2,0.0625,1416000,1680.0,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire LXI,2015,434999,25000,2,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Swift,2500.0,1,0.06945697577276524,250000,1733.469,0,0,0,1,0,0,0,0,0,0
Hyundai Xcent 1.2 Kappa AT S Option,2015,400000,100000,1,16.9,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,0.0,10,Xcent,10000.0,2,0.0683876357560568,1000000,1383.434,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VDI,2015,470000,110000,1,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Swift,11000.0,2,0.05929487179487179,1100000,1967.66,0,0,0,1,0,0,0,0,0,0
Nissan Terrano XL 85 PS,2015,480000,60000,3,20.45,1461.0,83.8,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Terrano,6000.0,2,0.05735797399041752,600000,1713.7099999999998,0,0,0,0,1,0,0,0,0,0
Tata Tiago 1.05 Revotorq XE,2017,325000,120000,1,27.28,1047.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Tiago,15000.0,2,0.0659025787965616,960000,1882.3200000000002,0,0,0,0,0,0,0,1,0,0
Toyota Etios Liva GD,2012,280000,80000,2,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Etios,6153.846153846154,2,0.06556891025641025,1040000,1595.685,0,0,0,0,0,0,0,0,1,0
Hyundai Grand i10 Nios AMT Sportz,2020,675000,5000,1,20.7,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,0.0,5,Grand,1000.0,1,0.0683876357560568,25000,1694.502,0,0,1,0,0,0,0,0,0,0
Hyundai i10 Sportz Option,2009,170000,90000,2,20.36,1197.0,78.9,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,i10,5625.0,2,0.06591478696741855,1440000,1606.404,0,0,1,0,0,0,0,0,0,0
Hyundai i20 2015-2017 Asta Option 1.2,2016,650000,29000,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,i20,3222.222222222222,1,0.06836257309941521,261000,1522.038,0,0,1,0,0,0,0,0,0,0
Maruti Wagon R LXI DUO BSIII,2007,105000,90000,2,23.355000000000004,1061.0,57.5,5.0,0.0,1.0,0.0,1.0,0.0,1.0,18,Wagon,5000.0,1,0.05419415645617342,1620000,1342.9125000000001,0,0,0,1,0,0,0,0,0,0
Mahindra Renault Logan 1.5 Diesel DLSX,2009,200000,176000,2,17.0,1461.0,66.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,16,Renault,11000.0,2,0.045174537987679675,2816000,1122.0,0,0,0,0,0,1,0,0,0,0
Tata Indigo CS LX (TDI) BS III,2013,200000,150000,1,19.09,1396.0,69.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Indigo,12500.0,2,0.0494269340974212,1800000,1317.21,0,0,0,0,0,0,0,1,0,0
Volkswagen Vento 1.6 Highline,2014,500000,70000,2,15.04,1598.0,103.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Vento,6363.636363636364,2,0.06458072590738423,770000,1552.128,0,0,0,0,0,0,0,0,0,1
Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,99000,2,19.2,1461.0,65.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18,Renault,5500.0,2,0.044490075290896644,1782000,1248.0,0,0,0,0,0,1,0,0,0,0
Tata Tiago 1.2 Revotron XZ,2018,450000,5000,1,23.84,1199.0,84.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Tiago,714.2857142857143,1,0.07005838198498748,35000,2002.56,0,0,0,0,0,0,0,1,0,0
Maruti Ritz VDi,2011,270000,89000,2,21.1,1248.0,73.9,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Ritz,6357.142857142857,2,0.059214743589743594,1246000,1559.2900000000002,0,0,0,1,0,0,0,0,0,0
Tata Indica V2 DLS TC,2006,110000,88000,2,16.8,1405.0,62.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,19,Indica,4631.578947368421,1,0.04412811387900356,1672000,1041.6000000000001,0,0,0,0,0,0,0,1,0,0
Maruti Swift Dzire VDI,2015,480000,30000,1,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Swift,3000.0,1,0.05929487179487179,300000,1967.66,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire AMT ZDI,2016,650000,50000,2,26.59,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,9,Swift,5555.555555555556,2,0.05929487179487179,450000,1967.66,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI,2013,480000,80000,1,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Swift,6666.666666666667,2,0.05929487179487179,960000,1731.6,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Asta Option 1.4 CRDi,2016,700000,40000,1,22.54,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,i20,4444.444444444444,1,0.06356017191977077,360000,1999.9742,0,0,1,0,0,0,0,0,0,0
Volkswagen Vento 1.5 TDI Highline AT,2016,1000000,60000,1,22.15,1498.0,108.6,5.0,1.0,0.0,0.0,1.0,0.0,0.0,9,Vento,6666.666666666667,2,0.07249666221628838,540000,2405.49,0,0,0,0,0,0,0,0,0,1
Toyota Yaris V CVT BSIV,2018,1080000,12800,1,17.8,1496.0,105.5,5.0,0.0,0.0,1.0,1.0,0.0,0.0,7,Yaris,1828.5714285714287,1,0.07052139037433156,89600,1877.9,0,0,0,0,0,0,0,0,1,0
Hyundai EON D Lite,2012,170000,40000,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,EON,3076.923076923077,1,0.06781326781326781,520000,1164.72,0,0,1,0,0,0,0,0,0,0
Maruti Swift DDiS VDI,2017,610000,49000,1,28.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Swift,6125.0,2,0.05929487179487179,392000,2101.6,0,0,0,1,0,0,0,0,0,0
Maruti Ritz VXi,2014,350000,25000,1,18.5,1197.0,85.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Ritz,2272.7272727272725,1,0.07167919799498747,275000,1587.3,0,0,0,1,0,0,0,0,0,0
Maruti Alto 800 LXI,2016,260000,65000,2,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,Alto,7222.222222222223,2,0.059422110552763814,585000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Fiat Linea 1.3 Multijet Emotion,2015,700000,20000,1,20.4,1248.0,91.7,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,Linea,2000.0,1,0.0734775641025641,200000,1870.6799999999998,0,0,0,0,0,1,0,0,0,0
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,678000,17000,1,18.78,999.0,75.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,Polo,2428.5714285714284,1,0.07507507507507508,119000,1408.5,0,0,0,0,0,0,0,0,0,1
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,800000,15000,1,23.65,1248.0,88.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,SX4,1500.0,1,0.07091346153846154,150000,2093.025,0,0,0,1,0,0,0,0,0,0
Toyota Etios GD,2014,400000,120000,2,23.59,1364.0,67.04,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Etios,10909.09090909091,2,0.04914956011730206,1320000,1581.4736,0,0,0,0,0,0,0,0,1,0
Hyundai i20 Magna,2010,300000,49000,1,18.5,1197.0,80.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,15,i20,3266.6666666666665,1,0.06683375104427736,735000,1480.0,0,0,1,0,0,0,0,0,0,0
Hyundai i20 2015-2017 Magna 1.2,2016,520000,29000,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,9,i20,3222.222222222222,1,0.06836257309941521,261000,1522.038,0,0,1,0,0,0,0,0,0,0
Nissan Terrano XV D Premium AMT,2017,850000,55000,1,19.61,1461.0,108.5,5.0,1.0,0.0,0.0,1.0,0.0,0.0,8,Terrano,6875.0,2,0.07426420260095824,440000,2127.685,0,0,0,0,1,0,0,0,0,0
Tata Nexon 1.5 Revotorq XZ Plus,2017,830000,35000,1,21.5,1497.0,108.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Nexon,4375.0,1,0.07247828991315965,280000,2332.75,0,0,0,0,0,0,0,1,0,0
Datsun GO T Option BSIV,2018,430000,5000,2,20.63,1198.0,67.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,7,GO,714.2857142857143,1,0.055926544240400666,35000,1382.21,0,0,0,0,0,1,0,0,0,0
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,850000,60000,1,22.77,1498.0,98.59,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,EcoSport,7500.0,2,0.06581441922563418,480000,2244.8943,1,0,0,0,0,0,0,0,0,0
Maruti Swift Dzire ZXI,2017,650000,70000,1,20.85,1197.0,83.14,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Swift,8750.0,2,0.06945697577276524,560000,1733.469,0,0,0,1,0,0,0,0,0,0
Hyundai Verna CRDi,2008,120000,120000,2,16.8,1493.0,110.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,17,Verna,7058.823529411765,2,0.07367716008037509,2040000,1848.0,0,0,1,0,0,0,0,0,0,0
Maruti Ignis 1.2 AMT Delta BSIV,2019,525000,20000,1,20.89,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6,Ignis,3333.3333333333335,1,0.0683375104427736,120000,1708.802,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Active 1.4 SX,2015,600000,108000,1,21.19,1396.0,88.73,5.0,1.0,0.0,0.0,1.0,0.0,1.0,10,i20,10800.0,2,0.06356017191977077,1080000,1880.1887000000002,0,0,1,0,0,0,0,0,0,0
Maruti Swift LXI,2019,500000,15000,1,21.21,1197.0,81.8,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Swift,2500.0,1,0.0683375104427736,90000,1734.978,0,0,0,1,0,0,0,0,0,0
Hyundai Santro Xing GLS,2009,150000,77000,1,17.92,1086.0,62.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,16,Santro,4812.5,1,0.057182320441988954,1232000,1112.832,0,0,1,0,0,0,0,0,0,0
Maruti Wagon R VXI BS IV,2015,409999,18500,1,20.51,998.0,67.04,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,Wagon,1850.0,1,0.06717434869739479,185000,1374.9904000000001,0,0,0,1,0,0,0,0,0,0
Renault KWID RXT,2015,290000,15200,1,25.17,799.0,53.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,10,KWID,1520.0,1,0.06670838548185232,152000,1341.561,0,0,0,0,0,0,1,0,0,0
Hyundai EON Era Plus,2013,190000,70000,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,EON,5833.333333333333,2,0.06781326781326781,840000,1164.72,0,0,1,0,0,0,0,0,0,0
Nissan Terrano XV 110 PS,2014,525000,120000,2,19.01,1461.0,108.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,11,Terrano,10909.09090909091,2,0.07426420260095824,1320000,2062.585,0,0,0,0,1,0,0,0,0,0
Honda City 1.5 V AT,2010,321000,60000,2,16.8,1497.0,118.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,15,City,4000.0,1,0.0788243152972612,900000,1982.4,0,1,0,0,0,0,0,0,0,0
Toyota Etios Liva 1.2 V Dual Tone,2017,585000,50000,1,17.71,1197.0,78.9,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Etios,6250.0,2,0.06591478696741855,400000,1397.3190000000002,0,0,0,0,0,0,0,0,1,0
Ford Figo Diesel EXI,2011,225000,70000,1,20.0,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Figo,5000.0,1,0.04860614724803431,980000,1360.0,1,0,0,0,0,0,0,0,0,0
Honda Amaze E i-DTEC,2017,500000,70000,1,25.8,1498.0,98.6,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Amaze,8750.0,2,0.06582109479305741,560000,2543.88,0,1,0,0,0,0,0,0,0,0
Hyundai i20 1.4 CRDi Asta,2011,350000,90000,3,23.0,1396.0,90.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,i20,6428.571428571428,2,0.06446991404011461,1260000,2070.0,0,0,1,0,0,0,0,0,0,0
Maruti Alto 800 VXI,2014,240000,50000,1,22.74,796.0,47.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Alto,4545.454545454545,1,0.059422110552763814,550000,1075.6019999999999,0,0,0,1,0,0,0,0,0,0
Hyundai i20 Active S Petrol,2019,800000,5000,1,17.19,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,i20,833.3333333333334,1,0.0683876357560568,30000,1407.1734000000001,0,0,1,0,0,0,0,0,0,0
Hyundai Grand i10 Sportz,2017,509999,25000,1,18.9,1197.0,82.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,Grand,3125.0,1,0.06850459482038429,200000,1549.8,0,0,1,0,0,0,0,0,0,0
Tata Zest Quadrajet 1.3 75PS XE,2019,650000,15000,1,22.95,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,6,Zest,2500.0,1,0.05929487179487179,90000,1698.3,0,0,0,0,0,0,0,1,0,0
Maruti Alto K10 2010-2014 VXI,2011,210000,35000,2,20.92,998.0,67.1,5.0,0.0,0.0,1.0,1.0,0.0,1.0,14,Alto,2500.0,1,0.06723446893787574,490000,1403.732,0,0,0,1,0,0,0,0,0,0
Maruti Alto LXi,2008,110000,80000,2,19.7,796.0,46.3,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Alto,4705.882352941177,1,0.05816582914572864,1360000,912.1099999999999,0,0,0,1,0,0,0,0,0,0
Tata Nexon 1.5 Revotorq XE,2017,665000,25000,1,21.5,1497.0,108.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Nexon,3125.0,1,0.07247828991315965,200000,2332.75,0,0,0,0,0,0,0,1,0,0
Volkswagen Ameo 1.5 TDI Comfortline,2017,555000,52000,1,21.66,1498.0,108.62,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Ameo,6500.0,2,0.07251001335113486,416000,2352.7092000000002,0,0,0,0,0,0,0,0,0,1
Volkswagen Ameo 1.5 TDI Comfortline,2017,560000,52000,1,21.66,1498.0,108.62,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Ameo,6500.0,2,0.07251001335113486,416000,2352.7092000000002,0,0,0,0,0,0,0,0,0,1
Maruti Swift VDI BSIV W ABS,2011,290000,77000,2,19.5,1248.0,81.83,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Swift,5500.0,2,0.06556891025641025,1078000,1595.685,0,0,0,1,0,0,0,0,0,0
Maruti Swift Dzire VDI,2017,605000,127000,1,28.4,1248.0,74.02,5.0,1.0,0.0,0.0,1.0,0.0,1.0,8,Swift,15875.0,3,0.05931089743589743,1016000,2102.1679999999997,0,0,0,1,0,0,0,0,0,0
Honda WR-V i-VTEC VX,2017,720000,30000,1,17.5,1199.0,88.7,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,WR-V,3750.0,1,0.07397831526271893,240000,1552.25,0,1,0,0,0,0,0,0,0,0
Hyundai i20 1.4 CRDi Sportz,2011,350000,116500,1,23.0,1396.0,90.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,i20,8321.42857142857,2,0.06446991404011461,1631000,2070.0,0,0,1,0,0,0,0,0,0,0
Hyundai i20 Sportz 1.2,2012,300000,120000,1,18.5,1197.0,82.85,5.0,0.0,0.0,1.0,1.0,0.0,1.0,13,i20,9230.76923076923,2,0.06921470342522974,1560000,1532.725,0,0,1,0,0,0,0,0,0,0
Ford Figo 1.5D Trend MT,2016,377000,80000,1,25.83,1498.0,99.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Figo,8888.888888888889,2,0.06608811748998665,720000,2557.1699999999996,1,0,0,0,0,0,0,0,0,0
Hyundai Verna Xi (Petrol),2008,160000,100000,4,13.9,1599.0,103.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,17,Verna,5882.35294117647,2,0.06454033771106941,1700000,1434.48,0,0,1,0,0,0,0,0,0,0
Hyundai Xcent 1.2 VTVT E,2019,525000,100000,1,20.14,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Xcent,16666.666666666668,3,0.0683876357560568,600000,1648.6604,0,0,1,0,0,0,0,0,0,0
Toyota Etios GD,2016,570000,145000,2,23.59,1364.0,67.05,5.0,1.0,0.0,0.0,1.0,0.0,1.0,9,Etios,16111.111111111111,3,0.04915689149560117,1305000,1581.7095,0,0,0,0,0,0,0,0,1,0
Ford Figo Diesel Titanium,2011,225000,90000,2,20.0,1399.0,68.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,14,Figo,6428.571428571428,2,0.04860614724803431,1260000,1360.0,1,0,0,0,0,0,0,0,0,0
Hyundai Xcent 1.2 VTVT S,2019,590000,90000,1,20.14,1197.0,81.86,5.0,0.0,0.0,1.0,1.0,0.0,1.0,6,Xcent,15000.0,2,0.0683876357560568,540000,1648.6604,0,0,1,0,0,0,0,0,0,0
Ford Aspire Titanium BSIV,2019,800000,33000,1,19.4,1194.0,94.93,5.0,0.0,0.0,1.0,0.0,0.0,1.0,6,Aspire,5500.0,2,0.07950586264656617,198000,1841.642,1,0,0,0,0,0,0,0,0,0
Chevrolet Sail 1.2 LS ABS,2014,450000,13500,1,18.2,1199.0,82.4,5.0,0.0,0.0,1.0,1.0,0.0,1.0,11,Sail,1227.2727272727273,1,0.06872393661384488,148500,1499.68,0,0,0,0,0,0,0,0,0,0
Tata Indigo LX,2012,300000,80000,1,17.0,1405.0,70.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,13,Indigo,6153.846153846154,2,0.0498220640569395,1040000,1190.0,0,0,0,0,0,0,0,1,0,0
Hyundai i20 1.2 Spotz,2017,645000,20000,1,18.6,1197.0,81.83,5.0,0.0,0.0,1.0,1.0,0.0,1.0,8,i20,2500.0,1,0.06836257309941521,160000,1522.038,0,0,1,0,0,0,0,0,0,0
Maruti Swift Dzire VDI,2013,520000,58000,1,23.4,1248.0,74.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,12,Swift,4833.333333333333,1,0.05929487179487179,696000,1731.6,0,0,0,1,0,0,0,0,0,0
Hyundai EON Magna Plus,2013,200000,40000,1,21.1,814.0,55.2,5.0,0.0,0.0,1.0,1.0,0.0,1.0,12,EON,3333.3333333333335,1,0.06781326781326781,480000,1164.72,0,0,1,0,0,0,0,0,0,0
